"ticker","company_name","sector","industry","market_cap_category"
"SGIL.NS","Synergy Green Industries Limited","Other","Other","Other"
"SGL.NS","STL Global Limited","Other","Other","Other"
"SGMART.NS","SG Mart Limited","Other","Other","Other"
"SHADOWFAX.NS","Shadowfax Technologies Limited","Other","Other","Other"
"SHAH.NS","Shah Metacorp Limited","Other","Other","Other"
"SHAHALLOYS.NS","Shah Alloys Limited","Other","Other","Other"
"SHAILY.NS","Shaily Engineering Plastics Limited","Other","Other","Other"
"SHAKTIPUMP.NS","Shakti Pumps (India) Limited","Other","Other","Other"
"SHALBY.NS","Shalby Limited","Other","Other","Other"
"SHALPAINTS.NS","Shalimar Paints Limited","Other","Other","Other"
"SHANTI.NS","Shanti Overseas (India) Limited","Other","Other","Other"
"SHANTIGEAR.NS","Shanthi Gears Limited","Other","Other","Other"
"SHANTIGOLD.NS","Shanti Gold International Limited","Other","Other","Other"
"SHARDACROP.NS","Sharda Cropchem Limited","Other","Other","Other"
"SHARDAMOTR.NS","Sharda Motor Industries Limited","Other","Other","Other"
"SHARDUL.NS","Shardul Securities Limited","Other","Other","Other"
"SHAREINDIA.NS","Share India Securities Limited","Other","Other","Other"
"SHBAJRG.NS","Shri Bajrang Alliance Limited","Other","Other","Other"
"SHEMAROO.NS","Shemaroo Entertainment Limited","Other","Other","Other"
"SHILCTECH.NS","Shilchar Technologies Limited","Other","Other","Other"
"SHILPAMED.NS","Shilpa Medicare Limited","Other","Other","Other"
"SHINDL.NS","Sharat Industries Limited","Other","Other","Other"
"SHIVATEX.NS","Shiva Texyarn Limited","Other","Other","Other"
"SHIVAUM.NS","Shiv Aum Steels Limited","Other","Other","Other"
"SHK.NS","S H Kelkar and Company Limited","Other","Other","Other"
"SHOPERSTOP.NS","Shoppers Stop Limited","Other","Other","Other"
"SHRADHA.NS","Shradha Realty Limited","Other","Other","Other"
"SHREDIGCEM.NS","Shree Digvijay Cement Co.Ltd","Other","Other","Other"
"SHREECEM.NS","SHREE CEMENT LIMITED","Materials","Construction Materials","Large Cap"
"SHREEJISPG.NS","Shreeji Shipping Global Limited","Other","Other","Other"
"SHREEPUSHK.NS","Shree Pushkar Chemicals & Fertilisers Limited","Other","Other","Other"
"SHREERAMA.NS","Shree Rama Multi-Tech Limited","Other","Other","Other"
"SHREYANIND.NS","Shreyans Industries Limited","Other","Other","Other"
"SHRIKRISH.NS","Shri Krishna Devcon Limited","Other","Other","Other"
"SHRINGARMS.NS","Shringar House of Mangalsutra Limited","Other","Other","Other"
"SHRIPISTON.NS","Shriram Pistons & Rings Limited","Other","Other","Other"
"SHRIRAMFIN.NS","Shriram Finance Limited","Financial Services","Financial Services","Large Cap"
"SHRIRAMPPS.NS","Shriram Properties Limited","Other","Other","Other"
"SHYAMCENT.NS","Shyam Century Ferrous Limited","Other","Other","Other"
"SHYAMMETL.NS","Shyam Metalics and Energy Limited","Industrials","Capital Goods","Small Cap"
"SICAGEN.NS","Sicagen India Limited","Other","Other","Other"
"SIEMENS.NS","Siemens Limited","Industrials","Capital Goods","Large Cap"
"SIGIND.NS","Signet Industries Limited","Other","Other","Other"
"SIGMA.NS","Sigma Solve Limited","Other","Other","Other"
"SIGNATURE.NS","Signatureglobal (India) Limited","Real Estate","Realty","Small Cap"
"SIGNPOST.NS","Signpost India Limited","Other","Other","Other"
"SIKA.NS","Sika Interplant Systems Limited","Other","Other","Other"
"SIKKO.NS","Sikko Industries Limited","Other","Other","Other"
"SIL.NS","Standard Industries Limited","Other","Other","Other"
"SILGO.NS","Silgo Retail Limited","Other","Other","Other"
"SILINV.NS","SIL Investments Limited","Other","Other","Other"
"SILLYMONKS.NS","Silly Monks Entertainment Limited","Other","Other","Other"
"SILVERTUC.NS","Silver Touch Technologies Limited","Other","Other","Other"
"SIMPLEXINF.NS","Simplex Infrastructures Limited","Other","Other","Other"
"SINCLAIR.NS","Sinclairs Hotels Limited","Other","Other","Other"
"SINDHUTRAD.NS","Sindhu Trade Links Limited","Other","Other","Other"
"SINGERIND.NS","Singer India Limited","Other","Other","Other"
"SINTERCOM.NS","Sintercom India Limited","Other","Other","Other"
"SIRCA.NS","Sirca Paints India Limited","Other","Other","Other"
"SIS.NS","SIS LIMITED","Other","Other","Other"
"SIYSIL.NS","Siyaram Silk Mills Limited","Other","Other","Other"
"SJS.NS","S.J.S. Enterprises Limited","Other","Other","Other"
"SJVN.NS","SJVN Limited","Utilities","Power","Mid Cap"
"SKFINDIA.NS","SKF India Limited","Other","Other","Other"
"SKFINDUS.NS","SKF India (Industrial) Limited","Other","Other","Other"
"SKIPPER.NS","Skipper Limited","Other","Other","Other"
"SKMEGGPROD.NS","SKM Egg Products Export (India) Limited","Other","Other","Other"
"SKYGOLD.NS","SKY GOLD AND DIAMONDS LIMITED","Other","Other","Other"
"SMARTWORKS.NS","Smartworks Coworking Spaces Limited","Other","Other","Other"
"SMCGLOBAL.NS","SMC Global Securities Limited","Other","Other","Other"
"SMLMAH.NS","SML Mahindra Limited","Other","Other","Other"
"SMLT.NS","Sarthak Metals Limited","Other","Other","Other"
"SMSPHARMA.NS","SMS Pharmaceuticals Limited","Other","Other","Other"
"SNOWMAN.NS","Snowman Logistics Limited","Other","Other","Other"
"SOBHA.NS","Sobha Limited","Real Estate","Realty","Small Cap"
"SOLARA.NS","Solara Active Pharma Sciences Limited","Other","Other","Other"
"SOLARINDS.NS","Solar Industries India Limited","Materials","Chemicals","Large Cap"
"SOLARWORLD.NS","Solarworld Energy Solutions Limited","Other","Other","Other"
"SOLEX.NS","Solex Energy Limited","Other","Other","Other"
"SOMANYCERA.NS","Somany Ceramics Limited","Other","Other","Other"
"SOMATEX.NS","Soma Textiles & Industries Limited","Other","Other","Other"
"SOMICONVEY.NS","Somi Conveyor Beltings Limited","Other","Other","Other"
"SONACOMS.NS","Sona BLW Precision Forgings Limited","Consumer Cyclical","Automobile and Auto Components","Small Cap"
"SONAL.NS","Sonal Mercantile Limited","Other","Other","Other"
"SONAMLTD.NS","SONAM LIMITED","Other","Other","Other"
"SONATSOFTW.NS","Sonata Software Limited","Technology","Information Technology","Small Cap"
"SOTL.NS","Savita Oil Technologies Limited","Other","Other","Other"
"SOUTHBANK.NS","The South Indian Bank Limited","Other","Other","Other"
"SOUTHWEST.NS","South West Pinnacle Exploration Limited","Other","Other","Other"
"SPAL.NS","S. P. Apparels Limited","Other","Other","Other"
"SPANDANA.NS","Spandana Sphoorty Financial Limited","Other","Other","Other"
"SPARC.NS","Sun Pharma Advanced Research Company Limited","Other","Other","Other"
"SPCENET.NS","Spacenet Enterprises India Limited","Other","Other","Other"
"SPECIALITY.NS","Speciality Restaurants Limited","Other","Other","Other"
"SPECTRUM.NS","Spectrum Electrical Industries Limited","Other","Other","Other"
"SPENCERS.NS","Spencer's Retail Limited","Other","Other","Other"
"SPIC.NS","Southern Petrochemicals Industries Corporation  Limited","Other","Other","Other"
"SPLIL.NS","SPL Industries Limited","Other","Other","Other"
"SPLPETRO.NS","Supreme Petrochem Limited","Materials","Chemicals","Small Cap"
"SPMLINFRA.NS","SPML Infra Limited","Other","Other","Other"
"SPORTKING.NS","Sportking India Limited","Other","Other","Other"
"SRD.NS","Shankar Lal Rampal Dye-Chem Limited","Other","Other","Other"
"SREEL.NS","Sreeleathers Limited","Other","Other","Other"
"SRF.NS","SRF Limited","Materials","Chemicals","Mid Cap"
"SRGHFL.NS","SRG Housing Finance Limited","Other","Other","Other"
"SRHHYPOLTD.NS","Sree Rayalaseema Hi-Strength Hypo Limited","Other","Other","Other"
"SRM.NS","SRM Contractors Limited","Other","Other","Other"
"SRTL.NS","Shree Ram Twistex Limited","Other","Other","Other"
"SSDL.NS","Saraswati Saree Depot Limited","Other","Other","Other"
"SSWL.NS","Steel Strips Wheels Limited","Other","Other","Other"
"STALLION.NS","Stallion India Fluorochemicals Limited","Other","Other","Other"
"STANLEY.NS","Stanley Lifestyles Limited","Other","Other","Other"
"STAR.NS","Strides Pharma Science Limited","Other","Other","Other"
"STARCEMENT.NS","Star Cement Limited","Other","Other","Other"
"STARHEALTH.NS","Star Health and Allied Insurance Company Limited","Financial Services","Financial Services","Small Cap"
"STARPAPER.NS","Star Paper Mills Limited","Other","Other","Other"
"STARTECK.NS","Starteck Finance Limited","Other","Other","Other"
"STCINDIA.NS","The State Trading Corporation of India Limited","Other","Other","Other"
"STEELCAS.NS","Steelcast Limited","Other","Other","Other"
"STEELCITY.NS","Steel City Securities Limited","Other","Other","Other"
"STEELXIND.NS","STEEL EXCHANGE INDIA LIMITED","Other","Other","Other"
"STEL.NS","Stel Holdings Limited","Other","Other","Other"
"STERTOOLS.NS","Sterling Tools Limited","Other","Other","Other"
"STOVEKRAFT.NS","Stove Kraft Limited","Other","Other","Other"
"STUDDS.NS","Studds Accessories Limited","Other","Other","Other"
"STYL.NS","Seshaasai Technologies Limited","Other","Other","Other"
"STYLAMIND.NS","Stylam Industries Limited","Other","Other","Other"
"STYRENIX.NS","Styrenix Performance Materials Limited","Other","Other","Other"
"SUBROS.NS","Subros Limited","Other","Other","Other"
"SUDARCOLOR.NS","Sudarshan Colorants India Limited","Other","Other","Other"
"SUDARSCHEM.NS","Sudarshan Chemical Industries Limited","Other","Other","Other"
"SUDEEPPHRM.NS","Sudeep Pharma Limited","Other","Other","Other"
"SUKHJITS.NS","Sukhjit Starch & Chemicals Limited","Other","Other","Other"
"SULA.NS","Sula Vineyards Limited","Other","Other","Other"
"SUMEETINDS.NS","Sumeet Industries Limited","Other","Other","Other"
"SUMICHEM.NS","Sumitomo Chemical India Limited","Materials","Chemicals","Small Cap"
"SUMMITSEC.NS","Summit Securities Limited","Other","Other","Other"
"SUNCLAY.NS","Sundaram Clayton Limited","Other","Other","Other"
"SUNDARAM.NS","Sundaram Multi Pap Limited","Other","Other","Other"
"SUNDARMFIN.NS","Sundaram Finance Limited","Financial Services","Financial Services","Mid Cap"
"SUNDRMBRAK.NS","Sundaram Brake Linings Limited","Other","Other","Other"
"SUNDRMFAST.NS","Sundram Fasteners Limited","Other","Other","Other"
"SUNDROP.NS","Sundrop Brands Limited","Other","Other","Other"
"SUNFLAG.NS","Sunflag Iron And Steel Company Limited","Other","Other","Other"
"SUNPHARMA.NS","Sun Pharmaceutical Industries Limited","Healthcare","Healthcare","Large Cap"
"SUNTECK.NS","Sunteck Realty Limited","Other","Other","Other"
"SUNTV.NS","Sun TV Network Limited","Communication Services","Media Entertainment & Publication","Small Cap"
"SUPERHOUSE.NS","Superhouse Limited","Other","Other","Other"
"SUPERSPIN.NS","Super Spinning Mills Limited","Other","Other","Other"
"SUPRAJIT.NS","Suprajit Engineering Limited","Other","Other","Other"
"SUPREME.NS","Supreme Holdings & Hospitality (India) Limited","Other","Other","Other"
"SUPREMEIND.NS","Supreme Industries Limited","Industrials","Capital Goods","Mid Cap"
"SUPREMEINF.NS","Supreme Infrastructure India Limited","Other","Other","Other"
"SUPRIYA.NS","Supriya Lifescience Limited","Other","Other","Other"
"SURAJEST.NS","Suraj Estate Developers Limited","Other","Other","Other"
"SURAJLTD.NS","Suraj Limited","Other","Other","Other"
"SURAKSHA.NS","Suraksha Diagnostic Limited","Other","Other","Other"
"SURANASOL.NS","Surana Solar Limited","Other","Other","Other"
"SURANAT&P.NS","Surana Telecom and Power Limited","Other","Other","Other"
"SURYALA.NS","Suryalata Spinning Mills Limited","Other","Other","Other"
"SURYALAXMI.NS","Suryalakshmi Cotton Mills Limited","Other","Other","Other"
"SURYAROSNI.NS","Surya Roshni Limited","Other","Other","Other"
"SURYODAY.NS","Suryoday Small Finance Bank Limited","Other","Other","Other"
"SUTLEJTEX.NS","Sutlej Textiles and Industries Limited","Other","Other","Other"
"SUVEN.NS","Suven Life Sciences Limited","Other","Other","Other"
"SUVIDHAA.NS","Suvidhaa Infoserve Limited","Other","Other","Other"
"SUYOG.NS","Suyog Telematics Limited","Other","Other","Other"
"SUZLON.NS","Suzlon Energy Limited","Industrials","Capital Goods","Mid Cap"
"SVLL.NS","Shree Vasu Logistics Limited","Other","Other","Other"
"SWANCORP.NS","SWAN CORP LIMITED","Materials","Chemicals","Small Cap"
"SWARAJENG.NS","Swaraj Engines Limited","Other","Other","Other"
"SWELECTES.NS","Swelect Energy Systems Limited","Other","Other","Other"
"SWIGGY.NS","Swiggy Limited","Consumer Cyclical","Consumer Services","Mid Cap"
"SWSOLAR.NS","Sterling and Wilson Renewable Energy Limited","Other","Other","Other"
"SYMPHONY.NS","Symphony Limited","Other","Other","Other"
"SYNCOMF.NS","Syncom Formulations (India) Limited","Other","Other","Other"
"SYNGENE.NS","Syngene International Limited","Healthcare","Healthcare","Small Cap"
"SYRMA.NS","Syrma SGS Technology Limited","Industrials","Capital Goods","Small Cap"
"SYSTMTXC.NS","Systematix Corporate Services Limited","Other","Other","Other"
"TAALTECH.NS","Taal Tech Limited","Other","Other","Other"
"TAINWALCHM.NS","Tainwala Chemical and Plastic (I) Limited","Other","Other","Other"
"TAJGVK.NS","Taj GVK Hotels & Resorts Limited","Other","Other","Other"
"TALBROAUTO.NS","Talbros Automotive Components Limited","Other","Other","Other"
"TAMBOLIIN.NS","Tamboli Industries Limited","Other","Other","Other"
"TANLA.NS","Tanla Platforms Limited","Other","Other","Other"
"TARACHAND.NS","Tara Chand InfraLogistic Solutions Limited","Other","Other","Other"
"TARAPUR.NS","Tarapur Transformers Limited","Other","Other","Other"
"TARC.NS","TARC Limited","Other","Other","Other"
"TARIL.NS","Transformers And Rectifiers (India) Limited","Industrials","Capital Goods","Small Cap"
"TARMAT.NS","Tarmat Limited","Other","Other","Other"
"TARSONS.NS","Tarsons Products Limited","Other","Other","Other"
"TASTYBITE.NS","Tasty Bite Eatables Limited","Other","Other","Other"
"TATACAP.NS","Tata Capital Limited","Financial Services","Financial Services","Large Cap"
"TATACHEM.NS","Tata Chemicals Limited","Materials","Chemicals","Small Cap"
"TATACOMM.NS","Tata Communications Limited","Communication Services","Telecommunication","Mid Cap"
"TATACONSUM.NS","TATA CONSUMER PRODUCTS LIMITED","Consumer Defensive","Fast Moving Consumer Goods","Large Cap"
"TATAELXSI.NS","Tata Elxsi Limited","Technology","Information Technology","Mid Cap"
"TATAINVEST.NS","Tata Investment Corporation Limited","Financial Services","Financial Services","Mid Cap"
"TATAPOWER.NS","Tata Power Company Limited","Utilities","Power","Large Cap"
"TATASTEEL.NS","Tata Steel Limited","Materials","Metals & Mining","Large Cap"
"TATATECH.NS","Tata Technologies Limited","Technology","Information Technology","Small Cap"
"TATVA.NS","Tatva Chintan Pharma Chem Limited","Other","Other","Other"
"TBOTEK.NS","TBO Tek Limited","Consumer Cyclical","Consumer Services","Small Cap"
"TBZ.NS","Tribhovandas Bhimji Zaveri Limited","Other","Other","Other"
"TCC.NS","TCC Concept Limited","Other","Other","Other"
"TCI.NS","Transport Corporation of India Limited","Other","Other","Other"
"TCIEXP.NS","TCI Express Limited","Other","Other","Other"
"TCIFINANCE.NS","TCI Finance Limited","Other","Other","Other"
"TCPLPACK.NS","TCPL Packaging Limited","Other","Other","Other"
"TCS.NS","Tata Consultancy Services Limited","Technology","Information Technology","Large Cap"
"TDPOWERSYS.NS","TD Power Systems Limited","Other","Other","Other"
"TEAMGTY.NS","Team India Guaranty Limited","Other","Other","Other"
"TEAMLEASE.NS","Teamlease Services Limited","Other","Other","Other"
"TECHM.NS","Tech Mahindra Limited","Technology","Information Technology","Large Cap"
"TECHNOE.NS","Techno Electric & Engineering Company Limited","Industrials","Construction","Small Cap"
"TECHNVISN.NS","TechNVision Ventures Limited","Other","Other","Other"
"TECILCHEM.NS","TECIL Chemicals and Hydro Power Limited","Other","Other","Other"
"TEGA.NS","Tega Industries Limited","Industrials","Capital Goods","Small Cap"
"TEJASNET.NS","Tejas Networks Limited","Communication Services","Telecommunication","Small Cap"
"TEMBO.NS","Tembo Global Industries Limited","Other","Other","Other"
"TENNIND.NS","Tenneco Clean Air India Limited","Consumer Cyclical","Automobile and Auto Components","Small Cap"
"TERASOFT.NS","Tera Software Limited","Other","Other","Other"
"TEXINFRA.NS","Texmaco Infrastructure & Holdings Limited","Other","Other","Other"
"TEXMOPIPES.NS","Texmo Pipes and Products Limited","Other","Other","Other"
"TEXRAIL.NS","Texmaco Rail & Engineering Limited","Other","Other","Other"
"TFCILTD.NS","Tourism Finance Corporation of India Limited","Other","Other","Other"
"TFL.NS","Transwarranty Finance Limited","Other","Other","Other"
"TGBHOTELS.NS","TGB Banquets And Hotels Limited","Other","Other","Other"
"THAKDEV.NS","Thakkers Developers Limited","Other","Other","Other"
"THANGAMAYL.NS","Thangamayil Jewellery Limited","Other","Other","Other"
"THEINVEST.NS","The Investment Trust Of India Limited","Other","Other","Other"
"THEJO.NS","Thejo Engineering Limited","Other","Other","Other"
"THELEELA.NS","Leela Palaces Hotels & Resorts Limited","Consumer Cyclical","Consumer Services","Small Cap"
"THEMISMED.NS","Themis Medicare Limited","Other","Other","Other"
"THERMAX.NS","Thermax Limited","Industrials","Capital Goods","Mid Cap"
"THOMASCOOK.NS","Thomas Cook  (India)  Limited","Other","Other","Other"
"THOMASCOTT.NS","Thomas Scott (India) Limited","Other","Other","Other"
"THYROCARE.NS","Thyrocare Technologies Limited","Other","Other","Other"
"TI.NS","Tilaknagar Industries Limited","Other","Other","Other"
"TICL.NS","Twamev Construction and Infrastructure Limited","Other","Other","Other"
"TIIL.NS","Technocraft Industries (India) Limited","Other","Other","Other"
"TIINDIA.NS","Tube Investments of India Limited","Consumer Cyclical","Automobile and Auto Components","Mid Cap"
"TIJARIA.NS","Tijaria Polypipes Limited","Other","Other","Other"
"TIL.NS","TIL Limited","Other","Other","Other"
"TIMETECHNO.NS","Time Technoplast Limited","Other","Other","Other"
"TIMEX.NS","Timex Group India Limited","Other","Other","Other"
"TIMKEN.NS","Timken India Limited","Industrials","Capital Goods","Small Cap"
"TINNARUBR.NS","Tinna Rubber and Infrastructure Limited","Other","Other","Other"
"TIPSFILMS.NS","Tips Films Limited","Other","Other","Other"
"TIPSMUSIC.NS","Tips Music Limited","Other","Other","Other"
"TIRUMALCHM.NS","Thirumalai Chemicals Limited","Other","Other","Other"
"TITAGARH.NS","TITAGARH RAIL SYSTEMS LIMITED","Industrials","Capital Goods","Small Cap"
"TITAN.NS","Titan Company Limited","Consumer Cyclical","Consumer Durables","Large Cap"
"TMB.NS","Tamilnad Mercantile Bank Limited","Other","Other","Other"
"TMCV.NS","Tata Motors Limited","Industrials","Capital Goods","Large Cap"
"TMPV.NS","Tata Motors Passenger Vehicles Limited","Consumer Cyclical","Automobile and Auto Components","Large Cap"
"TNPETRO.NS","Tamilnadu PetroProducts Limited","Other","Other","Other"
"TNPL.NS","Tamil Nadu Newsprint & Papers Limited","Other","Other","Other"
"TNTELE.NS","Tamilnadu Telecommunication Limited","Other","Other","Other"
"TOLINS.NS","Tolins Tyres Limited","Other","Other","Other"
"TORNTPHARM.NS","Torrent Pharmaceuticals Limited","Healthcare","Healthcare","Large Cap"
"TORNTPOWER.NS","Torrent Power Limited","Utilities","Power","Mid Cap"
"TOTAL.NS","Total Transport Systems Limited","Other","Other","Other"
"TOUCHWOOD.NS","Touchwood Entertainment Limited","Other","Other","Other"
"TPHQ.NS","Teamo Productions HQ Limited","Other","Other","Other"
"TPLPLASTEH.NS","TPL Plastech Limited","Other","Other","Other"
"TRACXN.NS","Tracxn Technologies Limited","Other","Other","Other"
"TRANSPEK.NS","Transpek Industry Limited","Other","Other","Other"
"TRANSRAILL.NS","Transrail Lighting Limited","Other","Other","Other"
"TRANSWORLD.NS","TRANSWORLD SHIPPING LINES LIMITED","Other","Other","Other"
"TRAVELFOOD.NS","Travel Food Services Limited","Consumer Cyclical","Consumer Services","Small Cap"
"TREEHOUSE.NS","Tree House Education & Accessories Limited","Other","Other","Other"
"TREJHARA.NS","TREJHARA SOLUTIONS LIMITED","Other","Other","Other"
"TREL.NS","Transindia Real Estate Limited","Other","Other","Other"
"TRENT.NS","Trent Limited","Consumer Cyclical","Consumer Services","Large Cap"
"TRF.NS","TRF Limited","Other","Other","Other"
"TRIDENT.NS","Trident Limited","Consumer Cyclical","Textiles","Small Cap"
"TRIGYN.NS","Trigyn Technologies Limited","Other","Other","Other"
"TRITURBINE.NS","Triveni Turbine Limited","Industrials","Capital Goods","Small Cap"
"TRIVENI.NS","Triveni Engineering & Industries Limited","Other","Other","Other"
"TRU.NS","TruCap Finance Limited","Other","Other","Other"
"TRUALT.NS","TruAlt Bioenergy Limited","Other","Other","Other"
"TSFINV.NS","TSF INVESTMENTS LIMITED","Other","Other","Other"
"TTKHLTCARE.NS","TTK Healthcare Limited","Other","Other","Other"
"TTKPRESTIG.NS","TTK Prestige Limited","Other","Other","Other"
"TTL.NS","T T Limited","Other","Other","Other"
"TTML.NS","Tata Teleservices (Maharashtra) Limited","Communication Services","Telecommunication","Small Cap"
"TVSELECT.NS","TVS Electronics Limited","Other","Other","Other"
"TVSHLTD.NS","TVS Holdings Limited","Other","Other","Other"
"TVSMOTOR.NS","TVS Motor Company Limited","Consumer Cyclical","Automobile and Auto Components","Large Cap"
"TVSSCS.NS","TVS Supply Chain Solutions Limited","Other","Other","Other"
"TVSSRICHAK.NS","TVS Srichakra Limited","Other","Other","Other"
"TVTODAY.NS","TV Today Network Limited","Other","Other","Other"
"TVVISION.NS","TV Vision Limited","Other","Other","Other"
"UBL.NS","United Breweries Limited","Consumer Defensive","Fast Moving Consumer Goods","Mid Cap"
"UCAL.NS","UCAL LIMITED","Other","Other","Other"
"UCOBANK.NS","UCO Bank","Financial Services","Financial Services","Small Cap"
"UDS.NS","Updater Services Limited","Other","Other","Other"
"UEL.NS","Ujaas Energy Limited","Other","Other","Other"
"UFBL.NS","United Foodbrands Limited","Other","Other","Other"
"UFLEX.NS","UFLEX Limited","Other","Other","Other"
"UFO.NS","UFO Moviez India Limited","Other","Other","Other"
"UGARSUGAR.NS","The Ugar Sugar Works Limited","Other","Other","Other"
"UGROCAP.NS","Ugro Capital Limited","Other","Other","Other"
"UJJIVANSFB.NS","Ujjivan Small Finance Bank Limited","Other","Other","Other"
"ULTRACEMCO.NS","UltraTech Cement Limited","Materials","Construction Materials","Large Cap"
"ULTRAMAR.NS","Ultramarine & Pigments Limited","Other","Other","Other"
"UMIYA-MRO.NS","UMIYA BUILDCON LIMITED","Other","Other","Other"
"UNICHEMLAB.NS","Unichem Laboratories Limited","Other","Other","Other"
"UNIECOM.NS","Unicommerce Esolutions Limited","Other","Other","Other"
"UNIENTER.NS","Uniphos Enterprises Limited","Other","Other","Other"
"UNIMECH.NS","Unimech Aerospace and Manufacturing Limited","Other","Other","Other"
"UNIONBANK.NS","Union Bank of India","Financial Services","Financial Services","Large Cap"
"UNIPARTS.NS","Uniparts India Limited","Other","Other","Other"
"UNITDSPR.NS","United Spirits Limited","Consumer Defensive","Fast Moving Consumer Goods","Large Cap"
"UNITECH.NS","Unitech Limited","Other","Other","Other"
"UNITEDTEA.NS","The United Nilgiri Tea Estates Company Limited","Other","Other","Other"
"UNIVASTU.NS","Univastu India Limited","Other","Other","Other"
"UNIVCABLES.NS","Universal Cables Limited","Other","Other","Other"
"UNOMINDA.NS","UNO Minda Limited","Consumer Cyclical","Automobile and Auto Components","Mid Cap"
"UPL.NS","UPL Limited","Materials","Chemicals","Mid Cap"
"URAVIDEF.NS","Uravi Defence and Technology Limited","Other","Other","Other"
"URBANCO.NS","Urban Company Limited","Consumer Cyclical","Consumer Services","Small Cap"
"URJA.NS","Urja Global Limited","Other","Other","Other"
"USHAMART.NS","Usha Martin Limited","Industrials","Capital Goods","Small Cap"
"USK.NS","Udayshivakumar Infra Limited","Other","Other","Other"
"UTIAMC.NS","UTI Asset Management Company Limited","Financial Services","Financial Services","Small Cap"
"UTKARSHBNK.NS","Utkarsh Small Finance Bank Limited","Other","Other","Other"
"UTLSOLAR.NS","Fujiyama Power Systems Limited","Other","Other","Other"
"UTTAMSUGAR.NS","Uttam Sugar Mills Limited","Other","Other","Other"
"UYFINCORP.NS","U. Y. Fincorp Limited","Other","Other","Other"
"V2RETAIL.NS","V2 Retail Limited","Other","Other","Other"
"VADILALIND.NS","Vadilal Industries Limited","Other","Other","Other"
"VAIBHAVGBL.NS","Vaibhav Global Limited","Other","Other","Other"
"VAKRANGEE.NS","Vakrangee Limited","Other","Other","Other"
"VALIANTORG.NS","Valiant Organics Limited","Other","Other","Other"
"VARDHACRLC.NS","Vardhman Acrylics Limited","Other","Other","Other"
"VARDMNPOLY.NS","Vardhman Polytex Limited","Other","Other","Other"
"VARROC.NS","Varroc Engineering Limited","Other","Other","Other"
"VASWANI.NS","Vaswani Industries Limited","Other","Other","Other"
"VBL.NS","Varun Beverages Limited","Consumer Defensive","Fast Moving Consumer Goods","Large Cap"
"VCL.NS","Vaxtex Cotfab Limited","Other","Other","Other"
"VEDL.NS","Vedanta Limited","Materials","Metals & Mining","Large Cap"
"VEEDOL.NS","Veedol Corporation Limited","Other","Other","Other"
"VELJAN.NS","Veljan Denison Limited","Other","Other","Other"
"VENKEYS.NS","Venky's (India) Limited","Other","Other","Other"
"VENTIVE.NS","Ventive Hospitality Limited","Other","Other","Other"
"VENUSPIPES.NS","Venus Pipes & Tubes Limited","Other","Other","Other"
"VENUSREM.NS","Venus Remedies Limited","Other","Other","Other"
"VERANDA.NS","Veranda Learning Solutions Limited","Other","Other","Other"
"VESUVIUS.NS","Vesuvius India Limited","Other","Other","Other"
"VETO.NS","Veto Switchgears And Cables Limited","Other","Other","Other"
"VGL.NS","VARVEE GLOBAL LIMITED","Other","Other","Other"
"VGUARD.NS","V-Guard Industries Limited","Other","Other","Other"
"VHL.NS","Vardhman Holdings Limited","Other","Other","Other"
"VIDHIING.NS","Vidhi Specialty Food Ingredients Limited","Other","Other","Other"
"VIDYAWIRES.NS","Vidya Wires Limited","Other","Other","Other"
"VIJAYA.NS","Vijaya Diagnostic Centre Limited","Healthcare","Healthcare","Small Cap"
"VIKASECO.NS","Vikas EcoTech Limited","Other","Other","Other"
"VIKASLIFE.NS","Vikas Lifecare Limited","Other","Other","Other"
"VIKRAMSOLR.NS","Vikram Solar Limited","Other","Other","Other"
"VIKRAN.NS","Vikran Engineering Limited","Other","Other","Other"
"VIMTALABS.NS","Vimta Labs Limited","Other","Other","Other"
"VINATIORGA.NS","Vinati Organics Limited","Other","Other","Other"
"VINCOFE.NS","Vintage Coffee And Beverages Limited","Other","Other","Other"
"VINDHYATEL.NS","Vindhya Telelinks Limited","Other","Other","Other"
"VINNY.NS","Vinny Overseas Limited","Other","Other","Other"
"VINYLINDIA.NS","Vinyl Chemicals (India) Limited","Other","Other","Other"
"VIPIND.NS","VIP Industries Limited","Other","Other","Other"
"VIPULLTD.NS","Vipul Limited","Other","Other","Other"
"VIRINCHI.NS","Virinchi Limited","Other","Other","Other"
"VISAKAIND.NS","Visaka Industries Limited","Other","Other","Other"
"VISHNU.NS","Vishnu Chemicals Limited","Other","Other","Other"
"VISHWARAJ.NS","Vishwaraj Sugar Industries Limited","Other","Other","Other"
"VIVIDHA.NS","Visagar Polytex Limited","Other","Other","Other"
"VIYASH.NS","Viyash Scientific Limited","Other","Other","Other"
"VLSFINANCE.NS","VLS Finance Limited","Other","Other","Other"
"VMART.NS","V-Mart Retail Limited","Other","Other","Other"
"VMM.NS","Vishal Mega Mart Limited","Consumer Cyclical","Consumer Services","Mid Cap"
"VOLTAMP.NS","Voltamp Transformers Limited","Other","Other","Other"
"VOLTAS.NS","Voltas Limited","Consumer Cyclical","Consumer Durables","Mid Cap"
"VRAJ.NS","Vraj Iron and Steel Limited","Other","Other","Other"
"VRLLOG.NS","VRL Logistics Limited","Other","Other","Other"
"VSSL.NS","Vardhman Special Steels Limited","Other","Other","Other"
