"ticker","company_name","sector","industry","market_cap_category"
"NDLVENTURE.NS","NDL Ventures Limited","Other","Other","Other"
"NDRAUTO.NS","Ndr Auto Components Limited","Other","Other","Other"
"NDTV.NS","New Delhi Television Limited","Other","Other","Other"
"NEAGI.NS","Neelamalai Agro Industries Limited","Other","Other","Other"
"NECCLTD.NS","North Eastern Carrying Corporation Limited","Other","Other","Other"
"NELCAST.NS","Nelcast Limited","Other","Other","Other"
"NELCO.NS","NELCO Limited","Other","Other","Other"
"NEOGEN.NS","Neogen Chemicals Limited","Other","Other","Other"
"NEPHROPLUS.NS","Nephrocare Health Services Limited","Other","Other","Other"
"NESCO.NS","Nesco Limited","Other","Other","Other"
"NESTLEIND.NS","Nestle India Limited","Consumer Defensive","Fast Moving Consumer Goods","Large Cap"
"NETWEB.NS","Netweb Technologies India Limited","Technology","Information Technology","Small Cap"
"NETWORK18.NS","Network18 Media & Investments Limited","Other","Other","Other"
"NEULANDLAB.NS","Neuland Laboratories Limited","Healthcare","Healthcare","Small Cap"
"NEWGEN.NS","Newgen Software Technologies Limited","Technology","Information Technology","Small Cap"
"NEXTMEDIA.NS","Next Mediaworks Limited","Other","Other","Other"
"NFL.NS","National Fertilizers Limited","Other","Other","Other"
"NGLFINE.NS","NGL Fine-Chem Limited","Other","Other","Other"
"NH.NS","Narayana Hrudayalaya Ltd.","Healthcare","Healthcare","Small Cap"
"NHPC.NS","NHPC Limited","Utilities","Power","Mid Cap"
"NIACL.NS","The New India Assurance Company Limited","Financial Services","Financial Services","Mid Cap"
"NIBE.NS","NIBE Limited","Other","Other","Other"
"NIBL.NS","NRB Industrial Bearings Limited","Other","Other","Other"
"NIITLTD.NS","NIIT Limited","Other","Other","Other"
"NIITMTS.NS","NIIT Learning Systems Limited","Other","Other","Other"
"NILAINFRA.NS","Nila Infrastructures Limited","Other","Other","Other"
"NILASPACES.NS","Nila Spaces Limited","Other","Other","Other"
"NILE.NS","Nile Limited","Other","Other","Other"
"NILKAMAL.NS","Nilkamal Limited","Other","Other","Other"
"NIPPOBATRY.NS","Indo-National Limited","Other","Other","Other"
"NIRAJISPAT.NS","Niraj Ispat Industries Limited","Other","Other","Other"
"NIRLON.NS","Nirlon Limited","Other","Other","Other"
"NITCO.NS","Nitco Limited","Other","Other","Other"
"NITINSPIN.NS","Nitin Spinners Limited","Other","Other","Other"
"NITIRAJ.NS","Nitiraj Engineers Limited","Other","Other","Other"
"NITTAGELA.NS","Nitta Gelatin India Limited","Other","Other","Other"
"NIVABUPA.NS","Niva Bupa Health Insurance Company Limited","Financial Services","Financial Services","Small Cap"
"NKIND.NS","NK Industries Limited","Other","Other","Other"
"NLCINDIA.NS","NLC India Limited","Utilities","Power","Mid Cap"
"NMDC.NS","NMDC Limited","Materials","Metals & Mining","Mid Cap"
"NOCIL.NS","NOCIL Limited","Other","Other","Other"
"NORBTEAEXP.NS","Norben Tea & Exports Limited","Other","Other","Other"
"NORTHARC.NS","Northern Arc Capital Limited","Other","Other","Other"
"NOVAAGRI.NS","Nova Agritech Limited","Other","Other","Other"
"NOVARTIND.NS","Novartis India Limited","Other","Other","Other"
"NPST.NS","Network People Services Technologies Limited","Other","Other","Other"
"NRAIL.NS","N R Agarwal Industries Limited","Other","Other","Other"
"NRBBEARING.NS","NRB Bearing Limited","Other","Other","Other"
"NRL.NS","Nupur Recyclers Limited","Other","Other","Other"
"NSIL.NS","Nalwa Sons Investments Limited","Other","Other","Other"
"NSLNISP.NS","NMDC Steel Limited","Materials","Metals & Mining","Small Cap"
"NTPC.NS","NTPC Limited","Utilities","Power","Large Cap"
"NTPCGREEN.NS","NTPC Green Energy Limited","Utilities","Power","Mid Cap"
"NUCLEUS.NS","Nucleus Software Exports Limited","Other","Other","Other"
"NURECA.NS","Nureca Limited","Other","Other","Other"
"NUVAMA.NS","Nuvama Wealth Management Limited","Financial Services","Financial Services","Small Cap"
"NUVOCO.NS","Nuvoco Vistas Corporation Limited","Materials","Construction Materials","Small Cap"
"NYKAA.NS","FSN E-Commerce Ventures Limited","Consumer Cyclical","Consumer Services","Mid Cap"
"OAL.NS","Oriental Aromatics Limited","Other","Other","Other"
"OBCL.NS","Orissa Bengal Carrier Limited","Other","Other","Other"
"OBEROIRLTY.NS","Oberoi Realty Limited","Real Estate","Realty","Mid Cap"
"OCCLLTD.NS","OCCL Limited","Other","Other","Other"
"ODIGMA.NS","Odigma Consultancy Solutions Limited","Other","Other","Other"
"OFSS.NS","Oracle Financial Services Software Limited","Technology","Information Technology","Mid Cap"
"OIL.NS","Oil India Limited","Energy","Oil Gas & Consumable Fuels","Mid Cap"
"OLAELEC.NS","Ola Electric Mobility Limited","Consumer Cyclical","Automobile and Auto Components","Small Cap"
"OLECTRA.NS","Olectra Greentech Limited","Consumer Cyclical","Automobile and Auto Components","Small Cap"
"OMAXE.NS","Omaxe Limited","Other","Other","Other"
"OMFREIGHT.NS","Om Freight Forwarders Limited","Other","Other","Other"
"OMINFRAL.NS","OM INFRA LIMITED","Other","Other","Other"
"OMNI.NS","Omnitech Engineering Limited","Other","Other","Other"
"OMPOWER.NS","Om Power Transmission Limited","Other","Other","Other"
"ONEPOINT.NS","One Point One Solutions Limited","Other","Other","Other"
"ONESOURCE.NS","Onesource Specialty Pharma Limited","Healthcare","Healthcare","Small Cap"
"ONGC.NS","Oil & Natural Gas Corporation Limited","Energy","Oil Gas & Consumable Fuels","Large Cap"
"ONMOBILE.NS","OnMobile Global Limited","Other","Other","Other"
"ONWARDTEC.NS","Onward Technologies Limited","Other","Other","Other"
"OPTIEMUS.NS","Optiemus Infracom Limited","Other","Other","Other"
"ORBTEXP.NS","Orbit Exports Limited","Other","Other","Other"
"ORCHASP.NS","Orchasp Limited","Other","Other","Other"
"ORCHPHARMA.NS","Orchid Pharma Limited","Other","Other","Other"
"ORICONENT.NS","Oricon Enterprises Limited","Other","Other","Other"
"ORIENTALTL.NS","Oriental Trimex Limited","Other","Other","Other"
"ORIENTBELL.NS","Orient Bell Limited","Other","Other","Other"
"ORIENTCEM.NS","Orient Cement Limited","Other","Other","Other"
"ORIENTCER.NS","ORIENT CERATECH LIMITED","Other","Other","Other"
"ORIENTELEC.NS","Orient Electric Limited","Other","Other","Other"
"ORIENTHOT.NS","Oriental Hotels Limited","Other","Other","Other"
"ORIENTLTD.NS","Orient Press Limited","Other","Other","Other"
"ORIENTPPR.NS","Orient Paper & Industries Limited","Other","Other","Other"
"ORIENTTECH.NS","Orient Technologies Limited","Other","Other","Other"
"ORISSAMINE.NS","The Orissa Minerals Development Company Limited","Other","Other","Other"
"ORKLAINDIA.NS","Orkla India Limited","Other","Other","Other"
"ORTINGLOBE.NS","ORTIN GLOBAL LIMITED","Other","Other","Other"
"OSWALGREEN.NS","Oswal Greentech Limited","Other","Other","Other"
"OSWALPUMPS.NS","Oswal Pumps Limited","Other","Other","Other"
"OSWALSEEDS.NS","ShreeOswal Seeds And Chemicals Limited","Other","Other","Other"
"PACEDIGITK.NS","Pace Digitek Limited","Other","Other","Other"
"PAGEIND.NS","Page Industries Limited","Consumer Cyclical","Textiles","Mid Cap"
"PAISALO.NS","Paisalo Digital Limited","Other","Other","Other"
"PAKKA.NS","PAKKA LIMITED","Other","Other","Other"
"PALASHSECU.NS","Palash Securities Limited","Other","Other","Other"
"PANACEABIO.NS","Panacea Biotec Limited","Other","Other","Other"
"PANACHE.NS","Panache Digilife Limited","Other","Other","Other"
"PANAMAPET.NS","Panama Petrochem Limited","Other","Other","Other"
"PANSARI.NS","Pansari Developers Limited","Other","Other","Other"
"PAR.NS","Par Drugs And Chemicals Limited","Other","Other","Other"
"PARACABLES.NS","Paramount Communications Limited","Other","Other","Other"
"PARADEEP.NS","Paradeep Phosphates Limited","Materials","Chemicals","Small Cap"
"PARAGMILK.NS","Parag Milk Foods Limited","Other","Other","Other"
"PARAS.NS","Paras Defence and Space Technologies Limited","Other","Other","Other"
"PARASPETRO.NS","Paras Petrofils Limited","Other","Other","Other"
"PARKHOSPS.NS","Park Medi World Limited","Other","Other","Other"
"PARKHOTELS.NS","Apeejay Surrendra Park Hotels Limited","Other","Other","Other"
"PASHUPATI.NS","Pashupati Cotspin Limited","Other","Other","Other"
"PASUPTAC.NS","Pasupati Acrylon Limited","Other","Other","Other"
"PATANJALI.NS","Patanjali Foods Limited","Consumer Defensive","Fast Moving Consumer Goods","Mid Cap"
"PATELENG.NS","Patel Engineering Limited","Other","Other","Other"
"PATELRMART.NS","Patel Retail Limited","Other","Other","Other"
"PATINTLOG.NS","Patel Integrated Logistics Limited","Other","Other","Other"
"PAUSHAKLTD.NS","Paushak Limited","Other","Other","Other"
"PAYTM.NS","One 97 Communications Limited","Financial Services","Financial Services","Mid Cap"
"PCBL.NS","PCBL Chemical Limited","Materials","Chemicals","Small Cap"
"PCJEWELLER.NS","PC Jeweller Limited","Other","Other","Other"
"PDMJEPAPER.NS","Pudumjee Paper Products Limited","Other","Other","Other"
"PDSL.NS","PDS Limited","Other","Other","Other"
"PENIND.NS","Pennar Industries Limited","Other","Other","Other"
"PERSISTENT.NS","Persistent Systems Limited","Technology","Information Technology","Mid Cap"
"PETRONET.NS","Petronet LNG Limited","Energy","Oil Gas & Consumable Fuels","Mid Cap"
"PFC.NS","Power Finance Corporation Limited","Financial Services","Financial Services","Large Cap"
"PFIZER.NS","Pfizer Limited","Healthcare","Healthcare","Small Cap"
"PFS.NS","PTC India Financial Services Limited","Other","Other","Other"
"PGEL.NS","PG Electroplast Limited","Consumer Cyclical","Consumer Durables","Small Cap"
"PGHH.NS","Procter & Gamble Hygiene and Health Care Limited","Other","Other","Other"
"PGHL.NS","Procter & Gamble Health Limited","Other","Other","Other"
"PGIL.NS","Pearl Global Industries Limited","Other","Other","Other"
"PHOENIXLTD.NS","The Phoenix Mills Limited","Real Estate","Realty","Mid Cap"
"PICCADIL.NS","Piccadily Agro Industries Limited","Other","Other","Other"
"PIDILITIND.NS","Pidilite Industries Limited","Materials","Chemicals","Large Cap"
"PIGL.NS","Power & Instrumentation (Gujarat) Limited","Other","Other","Other"
"PIIND.NS","PI Industries Limited","Materials","Chemicals","Mid Cap"
"PILANIINVS.NS","Pilani Investment and Industries Corporation Limited","Other","Other","Other"
"PINELABS.NS","Pine Labs Limited","Financial Services","Financial Services","Small Cap"
"PIONEEREMB.NS","Pioneer Embroideries Limited","Other","Other","Other"
"PIONRINV.NS","Pioneer Investcorp Limited","Other","Other","Other"
"PIRAMALFIN.NS","Piramal Finance Limited","Financial Services","Financial Services","Small Cap"
"PITTIENG.NS","Pitti Engineering Limited","Other","Other","Other"
"PIXTRANS.NS","Pix Transmissions Limited","Other","Other","Other"
"PKTEA.NS","The Peria Karamalai Tea & Produce Company Limited","Other","Other","Other"
"PLASTIBLEN.NS","Plastiblends India Limited","Other","Other","Other"
"PLATIND.NS","Platinum Industries Limited","Other","Other","Other"
"PML.NS","Paul Merchants Limited","Other","Other","Other"
"PNB.NS","Punjab National Bank","Financial Services","Financial Services","Large Cap"
"PNBGILTS.NS","PNB Gilts Limited","Other","Other","Other"
"PNBHOUSING.NS","PNB Housing Finance Limited","Financial Services","Financial Services","Small Cap"
"PNC.NS","Pritish Nandy Communications Limited","Other","Other","Other"
"PNCINFRA.NS","PNC Infratech Limited","Other","Other","Other"
"PNGJL.NS","P N Gadgil Jewellers Limited","Other","Other","Other"
"PNGSREVA.NS","PNGS Reva Diamond Jewellery Limited","Other","Other","Other"
"POCL.NS","Pondy Oxides & Chemicals Limited","Other","Other","Other"
"PODDARMENT.NS","Poddar Pigments Limited","Other","Other","Other"
"POKARNA.NS","Pokarna Limited","Other","Other","Other"
"POLICYBZR.NS","PB Fintech Limited","Financial Services","Financial Services","Mid Cap"
"POLYCAB.NS","Polycab India Limited","Industrials","Capital Goods","Mid Cap"
"POLYMED.NS","Poly Medicure Limited","Healthcare","Healthcare","Small Cap"
"POLYPLEX.NS","Polyplex Corporation Limited","Other","Other","Other"
"PONNIERODE.NS","Ponni Sugars (Erode) Limited","Other","Other","Other"
"POONAWALLA.NS","Poonawalla Fincorp Limited","Financial Services","Financial Services","Small Cap"
"POWERGRID.NS","Power Grid Corporation of India Limited","Utilities","Power","Large Cap"
"POWERICA.NS","Powerica Limited","Other","Other","Other"
"POWERINDIA.NS","Hitachi Energy India Limited","Industrials","Capital Goods","Mid Cap"
"POWERMECH.NS","Power Mech Projects Limited","Other","Other","Other"
"PPAP.NS","PPAP Automotive Limited","Other","Other","Other"
"PPL.NS","Prakash Pipes Limited","Other","Other","Other"
"PPLPHARMA.NS","Piramal Pharma Limited","Healthcare","Healthcare","Small Cap"
"PRABHA.NS","Prabha Energy Limited","Other","Other","Other"
"PRADPME.NS","Pradeep Metals Limited","Other","Other","Other"
"PRAENG.NS","Prajay Engineers Syndicate Limited","Other","Other","Other"
"PRAJIND.NS","Praj Industries Limited","Other","Other","Other"
"PRAKASH.NS","Prakash Industries Limited","Other","Other","Other"
"PRAKASHSTL.NS","Prakash Steelage Limited","Other","Other","Other"
"PRAVEG.NS","Praveg Limited","Other","Other","Other"
"PRECAM.NS","Precision Camshafts Limited","Other","Other","Other"
"PRECOT.NS","Precot Limited","Other","Other","Other"
"PRECWIRE.NS","Precision Wires India Limited","Other","Other","Other"
"PREMCO.NS","Premco Global Limited","Other","Other","Other"
"PREMEXPLN.NS","Premier Explosives Limited","Other","Other","Other"
"PREMIERENE.NS","Premier Energies Limited","Industrials","Capital Goods","Mid Cap"
"PRESTIGE.NS","Prestige Estates Projects Limited","Real Estate","Realty","Mid Cap"
"PRICOLLTD.NS","Pricol Limited","Other","Other","Other"
"PRIMESECU.NS","Prime Securities Limited","Other","Other","Other"
"PRIMO.NS","Primo Chemicals Limited","Other","Other","Other"
"PRINCEPIPE.NS","Prince Pipes And Fittings Limited","Other","Other","Other"
"PRITIKAUTO.NS","Pritika Auto Industries Limited","Other","Other","Other"
"PRIVISCL.NS","Privi Speciality Chemicals Limited","Other","Other","Other"
"PROSTARM.NS","Prostarm Info Systems Limited","Other","Other","Other"
"PROTEAN.NS","Protean eGov Technologies Limited","Other","Other","Other"
"PROZONER.NS","Prozone Realty Limited","Other","Other","Other"
"PRSMJOHNSN.NS","Prism Johnson Limited","Other","Other","Other"
"PRUDENT.NS","Prudent Corporate Advisory Services Limited","Other","Other","Other"
"PRUDMOULI.NS","Prudential Sugar Corporation Limited","Other","Other","Other"
"PSB.NS","Punjab & Sind Bank","Other","Other","Other"
"PSPPROJECT.NS","PSP Projects Limited","Other","Other","Other"
"PTC.NS","PTC India Limited","Other","Other","Other"
"PTCIL.NS","PTC Industries Limited","Industrials","Capital Goods","Small Cap"
"PTL.NS","PTL Enterprises Limited","Other","Other","Other"
"PUNJABCHEM.NS","Punjab Chemicals & Crop Protection Limited","Other","Other","Other"
"PURVA.NS","Puravankara Limited","Other","Other","Other"
"PVP.NS","PVP Ventures Limited","Other","Other","Other"
"PVRINOX.NS","PVR INOX Limited","Communication Services","Media Entertainment & Publication","Small Cap"
"PVSL.NS","Popular Vehicles and Services Limited","Other","Other","Other"
"PWL.NS","Physicswallah Limited","Consumer Cyclical","Consumer Services","Small Cap"
"PYRAMID.NS","Pyramid Technoplast Limited","Other","Other","Other"
"QUADFUTURE.NS","Quadrant Future Tek Limited","Other","Other","Other"
"QUESS.NS","Quess Corp Limited","Other","Other","Other"
"QUINT.NS","Quint Digital Limited","Other","Other","Other"
"RACLGEAR.NS","RACL Geartech Limited","Other","Other","Other"
"RADAAN.NS","Radaan Mediaworks India Limited","Other","Other","Other"
"RADHIKAJWE.NS","Radhika Jeweltech Limited","Other","Other","Other"
"RADIANTCMS.NS","Radiant Cash Management Services Limited","Other","Other","Other"
"RADICO.NS","Radico Khaitan Limited","Consumer Defensive","Fast Moving Consumer Goods","Mid Cap"
"RADIOCITY.NS","Music Broadcast Limited","Other","Other","Other"
"RAILTEL.NS","Railtel Corporation Of India Limited","Communication Services","Telecommunication","Small Cap"
"RAIN.NS","Rain Industries Limited","Other","Other","Other"
"RAINBOW.NS","Rainbow Childrens Medicare Limited","Healthcare","Healthcare","Small Cap"
"RAJMET.NS","Rajnandini Metal Limited","Other","Other","Other"
"RAJOOENG.NS","Rajoo Engineers Limited","Other","Other","Other"
"RAJPALAYAM.NS","Rajapalayam Mills Limited","Other","Other","Other"
"RAJRATAN.NS","Rajratan Global Wire Limited","Other","Other","Other"
"RAJSREESUG.NS","Rajshree Sugars & Chemicals Limited","Other","Other","Other"
"RAJTV.NS","Raj Television Network Limited","Other","Other","Other"
"RALLIS.NS","Rallis India Limited","Other","Other","Other"
"RAMANEWS.NS","Shree Rama Newsprint Limited","Other","Other","Other"
"RAMAPHO.NS","Rama Phosphates Limited","Other","Other","Other"
"RAMASTEEL.NS","Rama Steel Tubes Limited","Other","Other","Other"
"RAMCOCEM.NS","The Ramco Cements Limited","Materials","Construction Materials","Small Cap"
"RAMCOIND.NS","Ramco Industries Limited","Other","Other","Other"
"RAMCOSYS.NS","Ramco Systems Limited","Other","Other","Other"
"RAMKY.NS","Ramky Infrastructure Limited","Other","Other","Other"
"RAMRAT.NS","Ram Ratna Wires Limited","Other","Other","Other"
"RANASUG.NS","Rana Sugars Limited","Other","Other","Other"
"RANEHOLDIN.NS","Rane Holdings Limited","Other","Other","Other"
"RATEGAIN.NS","Rategain Travel Technologies Limited","Other","Other","Other"
"RATNAMANI.NS","Ratnamani Metals & Tubes Limited","Other","Other","Other"
"RATNAVEER.NS","Ratnaveer Precision Engineering Limited","Other","Other","Other"
"RAYMOND.NS","Raymond Limited","Other","Other","Other"
"RAYMONDLSL.NS","Raymond Lifestyle Limited","Other","Other","Other"
"RAYMONDREL.NS","Raymond Realty Limited","Other","Other","Other"
"RBA.NS","Restaurant Brands Asia Limited","Other","Other","Other"
"RBLBANK.NS","RBL Bank Limited","Financial Services","Financial Services","Small Cap"
"RBZJEWEL.NS","RBZ Jewellers Limited","Other","Other","Other"
"RCF.NS","Rashtriya Chemicals and Fertilizers Limited","Other","Other","Other"
"RECLTD.NS","REC Limited","Financial Services","Financial Services","Large Cap"
"REDINGTON.NS","Redington Limited","Industrials","Services","Small Cap"
"REDTAPE.NS","Redtape Limited","Other","Other","Other"
"REFEX.NS","Refex Industries Limited","Other","Other","Other"
"REGENCERAM.NS","Regency Ceramics Limited","Other","Other","Other"
"RELAXO.NS","Relaxo Footwears Limited","Other","Other","Other"
"RELCHEMQ.NS","Reliance Chemotex Industries Limited","Other","Other","Other"
"RELIABLE.NS","Reliable Data Services Limited","Other","Other","Other"
"RELIANCE.NS","Reliance Industries Limited","Energy","Oil Gas & Consumable Fuels","Large Cap"
"RELIGARE.NS","Religare Enterprises Limited","Other","Other","Other"
"RELTD.NS","Ravindra Energy Limited","Other","Other","Other"
"REMSONSIND.NS","Remsons Industries Limited","Other","Other","Other"
"RENUKA.NS","Shree Renuka Sugars Limited","Other","Other","Other"
"REPCOHOME.NS","Repco Home Finance Limited","Other","Other","Other"
"REPL.NS","Rudrabhishek Enterprises Limited","Other","Other","Other"
"REPRO.NS","Repro India Limited","Other","Other","Other"
"RESPONIND.NS","Responsive Industries Limited","Other","Other","Other"
"RETAIL.NS","JHS Svendgaard Retail Ventures Limited","Other","Other","Other"
"RGL.NS","Renaissance Global Limited","Other","Other","Other"
"RHETAN.NS","Rhetan TMT Limited","Other","Other","Other"
"RHIM.NS","RHI MAGNESITA INDIA LIMITED","Industrials","Capital Goods","Small Cap"
"RHL.NS","Robust Hotels Limited","Other","Other","Other"
"RICOAUTO.NS","Rico Auto Industries Limited","Other","Other","Other"
"RIIL.NS","Reliance Industrial Infrastructure Limited","Other","Other","Other"
"RISHABH.NS","Rishabh Instruments Limited","Other","Other","Other"
"RITCO.NS","Ritco Logistics Limited","Other","Other","Other"
"RITES.NS","RITES Limited","Industrials","Construction","Small Cap"
"RKDL.NS","Ravi Kumar Distilleries Limited","Other","Other","Other"
"RKEC.NS","RKEC Projects Limited","Other","Other","Other"
"RKFORGE.NS","Ramkrishna Forgings Limited","Consumer Cyclical","Automobile and Auto Components","Small Cap"
"RKSWAMY.NS","R K Swamy Limited","Other","Other","Other"
"RMDRIP.NS","R M Drip and Sprinklers Systems Limited","Other","Other","Other"
"RML.NS","Rane (Madras) Limited","Other","Other","Other"
"RNBDENIMS.NS","R&B Denims Limited","Other","Other","Other"
"ROHLTD.NS","Royal Orchid Hotels Limited","Other","Other","Other"
"ROLEXRINGS.NS","Rolex Rings Limited","Other","Other","Other"
"ROML.NS","Raj Oil Mills Limited","Other","Other","Other"
"ROSSARI.NS","Rossari Biotech Limited","Other","Other","Other"
"ROSSELLIND.NS","Rossell India Limited","Other","Other","Other"
"ROSSTECH.NS","Rossell Techsys Limited","Other","Other","Other"
"ROTO.NS","Roto Pumps Limited","Other","Other","Other"
"ROUTE.NS","ROUTE MOBILE LIMITED","Other","Other","Other"
"RPEL.NS","Raghav Productivity Enhancers Limited","Other","Other","Other"
"RPGLIFE.NS","RPG Life Sciences Limited","Other","Other","Other"
"RPOWER.NS","Reliance Power Limited","Utilities","Power","Small Cap"
"RPPINFRA.NS","R.P.P. Infra Projects Limited","Other","Other","Other"
"RPPL.NS","Rajshree Polypack Limited","Other","Other","Other"
"RPSGVENT.NS","RPSG VENTURES LIMITED","Other","Other","Other"
"RPTECH.NS","Rashi Peripherals Limited","Other","Other","Other"
"RRIL.NS","RRIL Limited","Other","Other","Other"
"RRKABEL.NS","R R Kabel Limited","Industrials","Capital Goods","Small Cap"
"RSDFIN.NS","RSD Finance Limited","Other","Other","Other"
"RSL.NS","Rajputana Stainless Limited","Other","Other","Other"
"RSWM.NS","RSWM Limited","Other","Other","Other"
"RSYSTEMS.NS","R Systems International Limited","Other","Other","Other"
"RTNINDIA.NS","RattanIndia Enterprises Limited","Other","Other","Other"
"RTNPOWER.NS","RattanIndia Power Limited","Other","Other","Other"
"RUBFILA.NS","Rubfila International Limited","Other","Other","Other"
"RUBICON.NS","Rubicon Research Limited","Other","Other","Other"
"RUCHINFRA.NS","Ruchi Infrastructure Limited","Other","Other","Other"
"RUCHIRA.NS","Ruchira Papers Limited","Other","Other","Other"
"RUPA.NS","Rupa & Company Limited","Other","Other","Other"
"RUSHIL.NS","Rushil Decor Limited","Other","Other","Other"
"RUSTOMJEE.NS","Keystone Realtors Limited","Other","Other","Other"
"RVHL.NS","Ravinder Heights Limited","Other","Other","Other"
"RVNL.NS","Rail Vikas Nigam Limited","Industrials","Construction","Mid Cap"
"RVTH.NS","Revathi Equipment India Limited","Other","Other","Other"
"SAATVIKGL.NS","Saatvik Green Energy Limited","Other","Other","Other"
"SADBHAV.NS","Sadbhav Engineering Limited","Other","Other","Other"
"SADBHIN.NS","Sadbhav Infrastructure Project Limited","Other","Other","Other"
"SAFARI.NS","Safari Industries (India) Limited","Other","Other","Other"
"SAGARDEEP.NS","Sagardeep Alloys Limited","Other","Other","Other"
"SAGCEM.NS","Sagar Cements Limited","Other","Other","Other"
"SAGILITY.NS","SAGILITY LIMITED","Technology","Information Technology","Small Cap"
"SAHLIBHFI.NS","Shalibhadra Finance Limited","Other","Other","Other"
"SAHYADRI.NS","Sahyadri Industries Limited","Other","Other","Other"
"SAIL.NS","Steel Authority of India Limited","Materials","Metals & Mining","Mid Cap"
"SAILIFE.NS","Sai Life Sciences Limited","Healthcare","Healthcare","Small Cap"
"SAIPARENT.NS","Sai Parenterals Limited","Other","Other","Other"
"SAKAR.NS","Sakar Healthcare Limited","Other","Other","Other"
"SAKHTISUG.NS","Sakthi Sugars Limited","Other","Other","Other"
"SAKSOFT.NS","Saksoft Limited","Other","Other","Other"
"SALASAR.NS","Salasar Techno Engineering Limited","Other","Other","Other"
"SALONA.NS","Salona Cotspin Limited","Other","Other","Other"
"SALZERELEC.NS","Salzer Electronics Limited","Other","Other","Other"
"SAMBHAAV.NS","Sambhaav Media Limited","Other","Other","Other"
"SAMBHV.NS","Sambhv Steel Tubes Limited","Other","Other","Other"
"SAMHI.NS","Samhi Hotels Limited","Other","Other","Other"
"SAMMAANCAP.NS","Sammaan Capital Limited","Financial Services","Financial Services","Small Cap"
"SAMPANN.NS","Sampann Utpadan India Limited","Other","Other","Other"
"SANATHAN.NS","Sanathan Textiles Limited","Other","Other","Other"
"SANDESH.NS","The Sandesh Limited","Other","Other","Other"
"SANDHAR.NS","Sandhar Technologies Limited","Other","Other","Other"
"SANDUMA.NS","Sandur Manganese & Iron Ores Limited","Other","Other","Other"
"SANGAMIND.NS","Sangam (India) Limited","Other","Other","Other"
"SANGHVIMOV.NS","Sanghvi Movers Limited","Other","Other","Other"
"SANOFI.NS","Sanofi India Limited","Other","Other","Other"
"SANOFICONR.NS","Sanofi Consumer Healthcare India Limited","Other","Other","Other"
"SANSERA.NS","Sansera Engineering Limited","Other","Other","Other"
"SANSTAR.NS","Sanstar Limited","Other","Other","Other"
"SAPPHIRE.NS","Sapphire Foods India Limited","Consumer Cyclical","Consumer Services","Small Cap"
"SAPPL.NS","Shree Ajit Pulp & Paper Limited","Other","Other","Other"
"SARDAEN.NS","Sarda Energy & Minerals Limited","Materials","Metals & Mining","Small Cap"
"SAREGAMA.NS","Saregama India Limited","Communication Services","Media Entertainment & Publication","Small Cap"
"SARLAPOLY.NS","Sarla Performance Fibers Limited","Other","Other","Other"
"SASKEN.NS","Sasken Technologies Limited","Other","Other","Other"
"SATIA.NS","Satia Industries Limited","Other","Other","Other"
"SATIN.NS","Satin Creditcare Network Limited","Other","Other","Other"
"SAURASHCEM.NS","Saurashtra Cement Limited","Other","Other","Other"
"SAYAJIHOTL.NS","Sayaji Hotels Limited","Other","Other","Other"
"SBC.NS","SBC Exports Limited","Other","Other","Other"
"SBCL.NS","Shivalik Bimetal Controls Limited","Other","Other","Other"
"SBFC.NS","SBFC Finance Limited","Financial Services","Financial Services","Small Cap"
"SBGLP.NS","Suratwwala Business Group Limited","Other","Other","Other"
"SBICARD.NS","SBI Cards and Payment Services Limited","Financial Services","Financial Services","Mid Cap"
"SBILIFE.NS","SBI Life Insurance Company Limited","Financial Services","Financial Services","Large Cap"
"SBIN.NS","State Bank of India","Financial Services","Financial Services","Large Cap"
"SCANSTL.NS","Scan Steels Limited","Other","Other","Other"
"SCHAEFFLER.NS","Schaeffler India Limited","Consumer Cyclical","Automobile and Auto Components","Mid Cap"
"SCHAND.NS","S Chand And Company Limited","Other","Other","Other"
"SCHNEIDER.NS","Schneider Electric Infrastructure Limited","Industrials","Capital Goods","Small Cap"
"SCI.NS","Shipping Corporation Of India Limited","Industrials","Services","Small Cap"
"SCILAL.NS","Shipping Corporation of India Land and Assets Limited","Other","Other","Other"
"SCODATUBES.NS","Scoda Tubes Limited","Other","Other","Other"
"SDBL.NS","Som Distilleries & Breweries Limited","Other","Other","Other"
"SEAMECLTD.NS","Seamec Limited","Other","Other","Other"
"SECMARK.NS","SecMark Consultancy Limited","Other","Other","Other"
"SECURKLOUD.NS","SECUREKLOUD TECHNOLOGIES LIMITED","Other","Other","Other"
"SEDEMAC.NS","SEDEMAC Mechatronics Limited","Other","Other","Other"
"SEIL.NS","Shanti Educational Initiatives Limited","Other","Other","Other"
"SELMC.NS","SEL Manufacturing Company Limited","Other","Other","Other"
"SENCO.NS","Senco Gold Limited","Other","Other","Other"
"SENORES.NS","Senores Pharmaceuticals Limited","Other","Other","Other"
"SEPC.NS","SEPC Limited","Other","Other","Other"
"SERVOTECH.NS","Servotech Renewable Power System Limited","Other","Other","Other"
"SESHAPAPER.NS","Seshasayee Paper and Boards Limited","Other","Other","Other"
"SETL.NS","Standard Engineering Technology Limited","Other","Other","Other"
"SFL.NS","Sheela Foam Limited","Other","Other","Other"
"SGFIN.NS","SG Finserve Limited","Other","Other","Other"
